,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115445225|,0.000760182,0.000538473,0.000952864,0.000527755,0.000561854,0.000527521,0.000573445,0.000566583,0.000807163,0.000723735,0.000739526,0.000675969,0.000580437,0.000711593,0.000552613
gi|115445243|,0.000535321,0.000458431,0.000790368,0.000727603,0.000746755,0.000567784,0.00077914,0.000527192,0.000651163,0.000899483,0.00056139,0.000736333,0.000571011,0.000548995,0.000547268
gi|115445275|,0.000507589,0.000579337,0.000846542,0.00071259,0.000609653,0.000536397,0.000557254,0.000742058,0.000787266,0.000643779,0.000700184,0.000705966,0.000823601,0.000668882,0.000670059
gi|115445289|,0.000509027,0.000755212,0.000685285,0.000587107,0.000488713,0.000299251,0.000541203,0.000606922,0.000738561,0.000694601,0.000535765,0.000678183,0.000835123,0.000731649,0.000595658
gi|115445371|,0.000648882,0.000902172,0.000560324,0.000738726,0.000792516,0.000597374,0.000661535,0.000500072,0.000647484,0.00074981,0.00076769,0.000588888,0.00051225,0.000547868,0.000792994
gi|115445387|,0.0005554,0.000689266,0.000541936,0.000672146,0.000868356,0.00025201,0.00054321,0.000683268,0.000682406,0.000750231,0.00060119,0.000479006,0.000702941,0.000685235,0.000601895
gi|115445399|,0.000591665,0.000578526,0.000691667,0.000770442,0.000650373,0.000550149,0.000407313,0.000592266,0.00058557,0.000768469,0.000898151,0.000661668,0.000739066,0.000548918,0.000627173
gi|115445503|,0.000556778,0.0007225,0.000660974,0.000771676,0.000600815,0.000601619,0.000577034,0.000708704,0.000803593,0.00044875,0.00055734,0.000595723,0.000770271,0.000578189,0.000653809
gi|115445513|,0.00073464,0.000541125,0.000621681,0.000787435,0.000548307,0.00063267,0.000694113,0.000798067,0.000641445,0.000714291,0.000588833,0.000561812,0.000676686,0.000680938,0.000764749
gi|115445531|,0.000613102,0.000573685,0.000745615,0.000664545,0.000514953,0.000677604,0.000777069,0.000761793,0.00070035,0.000763377,0.000684854,0.000466351,0.00078145,0.000749065,0.000509267
gi|115445555|,0.000801743,0.000660288,0.000681861,0.000595054,0.000665993,0.00054719,0.000587973,0.000332071,0.000755183,0.000677162,0.000587016,0.000593449,0.000418086,0.0007415,0.000545387
gi|115445581|,0.000490258,0.00076553,0.000724618,0.000608719,0.000672435,0.000613041,0.000575154,0.000633343,0.000674365,0.000715353,0.000801197,0.000603036,0.000579232,0.000645461,0.000718995
gi|115445585|,0.000670874,0.000561679,0.000763871,0.000935177,0.000576367,0.00052721,0.000887639,0.000826093,0.000491708,0.000823562,0.000686651,0.000717799,0.000396568,0.000659307,0.00058258
gi|115445587|,0.000600768,0.000823323,0.000733166,0.000449559,0.000685833,0.000389421,0.000683813,0.000984372,0.00075337,0.000504673,0.000896819,0.000469243,0.000792355,0.000623817,0.000394198
gi|115445597|,0.000610425,0.000818265,0.000623951,0.000590184,0.000657954,0.000609789,0.000823449,0.000670897,0.000548922,0.000839368,0.000632333,0.000539217,0.000441736,0.000598541,0.000578016
gi|115445705|,0.000669671,0.000699955,0.000730997,0.000671738,0.000695673,0.000684529,0.00065446,0.000475004,0.000616416,0.000772965,0.000888837,0.000615238,0.000707852,0.000400493,0.000671128
gi|115445723|,0.00089635,0.000815373,0.000661284,0.000675356,0.000657793,0.000488226,0.000623805,0.000279227,0.000533963,0.000582725,0.000821436,0.00049045,0.000567444,0.000782543,0.000685039
gi|115445821|,0.000737563,0.000696414,0.000767733,0.000594563,0.000749738,0.000679616,0.000771238,0.000645547,0.000888452,0.000700008,0.000418021,0.000600454,0.000655195,0.000584411,0.000566742
gi|115445869|,0.000594389,0.000767831,0.000650601,0.000537807,0.000794163,0.000486291,0.000825255,0.000686265,0.000725474,0.000449642,0.000575385,0.00064322,0.000476863,0.000622847,0.000662089
gi|115445891|,0.000696085,0.000740583,0.00089031,0.000474965,0.00049818,0.000696629,0.000530823,0.000453469,0.000712614,0.000630183,0.000729635,0.000513975,0.000842863,0.000834169,0.000546014
gi|115445929|,0.000810078,0.000793393,0.000693491,0.00079801,0.000502423,0.000536894,0.000617796,0.000638374,0.000761007,0.000653927,0.000696713,0.000573485,0.000482858,0.000592473,0.000407924
gi|115446097|,0.000769265,0.000864622,0.00055936,0.000582896,0.000621551,0.000757418,0.000663171,0.000672944,0.000713579,0.000593383,0.000285225,0.000635143,0.000564624,0.000907138,0.000339747
gi|115446173|,0.000696948,0.000596462,0.000608071,0.000544854,0.00071137,0.000576214,0.000823161,0.000624809,0.000533383,0.000712684,0.000687623,0.000480641,0.000717156,0.000555797,0.000552563
gi|115446187|,0.000642161,0.000559116,0.000771792,0.000811514,0.000659725,0.000866092,0.000634064,0.000786251,0.000803341,0.000733836,0.000641975,0.000693909,0.000694708,0.00064069,0.000567572
gi|115446273|,0.000561716,0.000639706,0.000673418,0.000778683,0.000751716,0.000761119,0.000683452,0.000458812,0.000613259,0.000602256,0.000623193,0.000644966,0.000624499,0.000688752,0.000758212
gi|115446289|,0.000783217,0.00061968,0.000534651,0.000511709,0.000606523,0.000368961,0.000545021,0.000595762,0.000674929,0.000601051,0.000480677,0.000627045,0.000761251,0.000472994,0.000684003
gi|115446303|,0.000592859,0.000698478,0.000693376,0.000583568,0.000515925,0.000354217,0.00061903,0.000877745,0.00070652,0.000773015,0.000727193,0.000467127,0.00067492,0.000706842,0.000488376
gi|115446303|:reversed,0.000716049,0.000543626,0.000579611,0.000869966,0.000492775,0.000884223,0.000631277,0.000640073,0.000750198,0.000406376,0.00088477,0.000629026,0.00053326,0.000534297,0.000607745
gi|115446391|,0.000495899,0.000578229,0.000575341,0.00065309,0.000528193,0.000346894,0.000697137,0.000490134,0.000564655,0.000918232,0.000735211,0.000614033,0.000545559,0.000586585,0.000557658
gi|115446411|,0.000678228,0.000635249,0.000629092,0.000520169,0.000487802,0.000583514,0.000671299,0.000658109,0.000589795,0.000762104,0.000784687,0.000477365,0.000626475,0.000604305,0.000877017
gi|115446459|,0.000801057,0.000517531,0.000697771,0.00078473,0.000711728,0.000531511,0.000587402,0.000643298,0.000694935,0.000839565,0.000537668,0.000903665,0.000711536,0.00071676,0.000415371
gi|115446465|:reversed,0.000721135,0.000482458,0.00058476,0.000447117,0.000619109,0.000553425,0.000633045,0.0006248,0.000724823,0.000630514,0.00075862,0.000787881,0.000830702,0.00068005,0.000604236
gi|115446491|,0.000450718,0.000602353,0.000736992,0.000565668,0.000892066,0.000649891,0.00084585,0.000612226,0.000631203,0.000721723,0.000758518,0.000511724,0.000499907,0.000630952,0.000722243
gi|115446509|,0.000524949,0.000608235,0.000603372,0.000558801,0.000686197,0.00066959,0.000454358,0.000562832,0.000609098,0.000559768,0.000741349,0.000844254,0.000635799,0.000645371,0.00052058
gi|115446541|,0.000880291,0.000808289,0.000610164,0.000662761,0.000735585,0.000516281,0.000497439,0.000524347,0.000876692,0.00053801,0.000762538,0.000623535,0.000595383,0.000713143,0.000538988
gi|115446545|,0.000546097,0.000603155,0.000767497,0.000493812,0.000735242,0.000846118,0.000618726,0.000499597,0.000434978,0.000537215,0.000527905,0.000686352,0.000575472,0.00064508,0.000652377
gi|115446549|,0.000570325,0.000767857,0.000531334,0.000666483,0.000560097,0.000522482,0.000489595,0.00064736,0.000477998,0.000705214,0.00080348,0.000400466,0.000745338,0.000518294,0.000602336
gi|115446663|,0.000643879,0.000630044,0.000600219,0.000526194,0.000657093,0.000421876,0.000582529,0.000545105,0.000624232,0.000624208,0.000657413,0.000435282,0.000539915,0.000853671,0.000988
gi|115446671|,0.000579431,0.000633074,0.000563578,0.000764654,0.000542948,0.000608421,0.000725824,0.000542987,0.000673538,0.000677959,0.000693341,0.000622043,0.000722609,0.000594785,0.000783883
gi|115446695|,0.000717219,0.000512731,0.000606465,0.000665274,0.000546716,0.000600015,0.000563325,0.000555321,0.000485436,0.000332921,0.00066001,0.000486439,0.000454311,0.000701206,0.000732638
gi|115446707|,0.000719668,0.000494189,0.000677467,0.00075676,0.000591572,0.000722538,0.000674864,0.000571373,0.00057993,0.000621325,0.000987879,0.00060374,0.000794783,0.000618364,0.000652654
gi|115446723|,0.000627699,0.000587479,0.000478378,0.000507653,0.000586405,0.000664775,0.00057793,0.000721118,0.000437551,0.0004492,0.000705141,0.000551485,0.000947535,0.000541017,0.000942314
gi|115446749|,0.000377884,0.000833636,0.000600157,0.0006045,0.000730222,0.000781039,0.000622804,0.000718893,0.000816257,0.000536777,0.00055391,0.000654391,0.000822938,0.00089305,0.000750132
gi|115446753|,0.000556734,0.000547615,0.000648086,0.000826831,0.000592514,0.000781678,0.000510912,0.000746397,0.000706561,0.00072683,0.000473182,0.000629118,0.000520779,0.000681376,0.000679855
gi|115446893|,0.000578706,0.000566568,0.000755014,0.000785278,0.000621658,0.000740616,0.000779805,0.000492938,0.000503232,0.00072023,0.000635568,0.000781507,0.000491544,0.000676111,0.000498823
gi|115446909|,0.00074494,0.00075397,0.000587136,0.000616051,0.000774924,0.000501386,0.000624211,0.000503239,0.000789444,0.000664581,0.000588172,0.000652284,0.000477152,0.000793713,0.000627114
gi|115446975|,0.000513799,0.000678756,0.000790158,0.000660939,0.00089375,0.00038272,0.000736674,0.000680348,0.000625557,0.000698167,0.000773392,0.000783579,0.000480523,0.000548779,0.000685261
gi|115446991|,0.000450002,0.000841219,0.000596335,0.000774873,0.000281396,0.000582,0.000706806,0.000648004,0.00080537,0.000628913,0.000406642,0.000690129,0.000776462,0.000800214,0.000588254
gi|115446997|,0.000564639,0.000841097,0.000751311,0.000903738,0.00088991,0.00048939,0.000791704,0.000491729,0.00078258,0.00076029,0.000418421,0.000566818,0.000704591,0.000517279,0.000773221
gi|115446999|,0.000654455,0.000647946,0.00064499,0.000731955,0.000685243,0.000481704,0.000725672,0.000680317,0.000962482,0.000658074,0.0007809,0.000784913,0.00081292,0.000741362,0.000586432
gi|115447017|,0.00045778,0.000735957,0.000576616,0.000668334,0.000608823,0.000890778,0.000837836,0.000636464,0.000801069,0.00046037,0.000721291,0.000591022,0.000663312,0.00053293,0.000712332
gi|115447071|,0.000778344,0.000707433,0.000745505,0.000608781,0.00068692,0.00045664,0.000596021,0.000857088,0.00040552,0.000572714,0.000780189,0.00060683,0.000800905,0.000532221,0.000682858
gi|115447077|,0.000775883,0.000619767,0.00057984,0.000542236,0.00060226,0.000373601,0.000750677,0.000745129,0.000600249,0.00058102,0.000508083,0.000607945,0.001016126,0.000547101,0.000618488
gi|115447129|,0.000679839,0.000973008,0.000805392,0.000498523,0.000795906,0.000615405,0.00082055,0.000721732,0.000327039,0.000790973,0.000541913,0.000561166,0.000573052,0.000551692,0.000930398
gi|115447137|,0.000584016,0.000520533,0.000608417,0.000507909,0.000585137,0.000763995,0.000470017,0.000318312,0.00059616,0.000549317,0.000653713,0.000786174,0.000717138,0.00036468,0.000624338
gi|115447171|,0.000732096,0.000874378,0.000610235,0.000627706,0.000846451,0.000840482,0.000849118,0.000534702,0.000652097,0.000665388,0.000566327,0.000497819,0.000755285,0.000652503,0.000434635
gi|115447223|,0.000704343,0.000497308,0.000584367,0.000536634,0.000707114,0.000392078,0.000749728,0.000533286,0.000560037,0.000480192,0.000835201,0.000444383,0.000900577,0.000568555,0.000580413
gi|115447245|,0.000569719,0.000643748,0.000471333,0.000688075,0.000588991,0.000803082,0.000643678,0.000714442,0.000648766,0.000688813,0.000625581,0.000747425,0.000636795,0.000474981,0.000557286
gi|115447259|,0.000638362,0.000711866,0.000596215,0.000399729,0.00075845,0.000478252,0.000674158,0.000651816,0.000691908,0.000625911,0.000444518,0.000883144,0.000905208,0.000832544,0.000894893
gi|115447273|,0.000661386,0.000615545,0.000468752,0.000651821,0.000742958,0.000645305,0.000508224,0.000756414,0.000839088,0.000837873,0.000865819,0.000730511,0.000708817,0.000456334,0.000469894
gi|115447305|,0.000504434,0.000683907,0.000557484,0.000658687,0.000736169,0.000761142,0.000407961,0.000594727,0.000447123,0.000617521,0.000620146,0.00073201,0.000613931,0.000696188,0.000691822
gi|115447367|,0.000644756,0.000564879,0.000650499,0.000501308,0.00065372,0.000526566,0.000703875,0.000599956,0.00096533,0.000537423,0.000725122,0.000649345,0.00097203,0.000339429,0.000571562
gi|115447377|,0.000608098,0.000597309,0.000733787,0.000670139,0.000667691,0.000842877,0.000595643,0.000818947,0.000742501,0.000662026,0.000785209,0.000836232,0.000524163,0.000643754,0.000773133
gi|115447399|,0.000604308,0.000616863,0.000650308,0.000584756,0.000532785,0.00054846,0.000405679,0.000835418,0.000736714,0.000681386,0.000508601,0.000542475,0.000832742,0.000320031,0.000718109
gi|115447403|,0.000773928,0.000618343,0.000606523,0.000614223,0.000504043,0.000551849,0.000585326,0.000609894,0.000559984,0.000686273,0.000776691,0.000603921,0.000725005,0.00046319,0.000498573
gi|115447423|,0.000817788,0.000830136,0.000382878,0.000590354,0.0005285,0.000646652,0.000757791,0.000697454,0.00067682,0.000902144,0.000706474,0.000459738,0.000708409,0.000872248,0.000650824
gi|115447465|,0.000608206,0.000428308,0.000701649,0.000694103,0.00085794,0.000319614,0.000650438,0.000645819,0.000469382,0.000720061,0.000798681,0.000844394,0.00051878,0.000742369,0.000629954
gi|115447469|,0.000862072,0.000582613,0.0004124,0.000627249,0.000921794,0.000673281,0.000649381,0.000703311,0.000823716,0.000656052,0.000517856,0.000511926,0.000513797,0.000610688,0.000565821
gi|115447475|,0.000509094,0.000459532,0.000803909,0.000594941,0.000607957,0.000764411,0.000579176,0.000492632,0.000929619,0.000598308,0.000465111,0.000509945,0.000558604,0.000646759,0.000915956
gi|115447527|:reversed,0.000588162,0.000517553,0.000532064,0.000752939,0.000711111,0.000587798,0.000652171,0.000738793,0.000588601,0.000606633,0.000719851,0.000523433,0.000555805,0.000419982,0.000799147
gi|115447561|,0.000650479,0.000712345,0.000609936,0.000861656,0.000594364,0.000418038,0.000373462,0.000783801,0.000823884,0.000698769,0.000838764,0.000559137,0.000588967,0.000765241,0.000565182
gi|115447567|,0.000790518,0.000643753,0.000679939,0.000849677,0.000682101,0.000779904,0.000578769,0.000874057,0.000644425,0.000670871,0.000764351,0.000564707,0.000708214,0.000709205,0.000663551
gi|115447609|,0.000530753,0.000662425,0.00069694,0.000508807,0.000579931,0.000615449,0.000651168,0.000672471,0.0006349,0.000673879,0.000678687,0.000584115,0.000604049,0.000751516,0.000793485
gi|115447675|,0.000742583,0.000716368,0.00083454,0.000622207,0.000864179,0.000584677,0.000616811,0.000790104,0.000548938,0.000545134,0.000734544,0.00054401,0.000697961,0.000794184,0.000747035
gi|115447743|,0.00070133,0.000868332,0.000732596,0.000583296,0.000560596,0.000823371,0.000507769,0.000833436,0.0005757,0.000734799,0.000792107,0.000748946,0.00077776,0.000643118,0.000894776
gi|115447759|,0.000609274,0.000532597,0.000527998,0.000772519,0.000736363,0.000602356,0.00047574,0.00077482,0.000559075,0.000572721,0.000774994,0.000567414,0.000734971,0.000819111,0.000533664
gi|115447763|,0.00039553,0.000623446,0.000554662,0.000687806,0.000882896,0.000664114,0.000549464,0.00076032,0.000586787,0.000747262,0.000689168,0.000669783,0.000534823,0.000829885,0.000532842
gi|115447785|,0.00072197,0.000719658,0.000511661,0.00063687,0.000524621,0.000758239,0.000483078,0.000266735,0.00053321,0.000606728,0.000906511,0.000814672,0.000823979,0.000526318,0.000660427
gi|115447809|,0.000703702,0.000734036,0.000774618,0.000683769,0.000550441,0.000828318,0.000493158,0.000695603,0.000774579,0.00059072,0.000907308,0.000416194,0.000851033,0.000737279,0.000683878
gi|115447897|,0.000756848,0.000562176,0.000566101,0.0004425,0.000957974,0.000554599,0.000742622,0.000714203,0.000544721,0.000626354,0.000497361,0.000467582,0.000785532,0.000491567,0.000491182
gi|115447981|,0.000587736,0.000762875,0.000548868,0.000879024,0.000711506,0.000554268,0.000548059,0.000716762,0.000589151,0.000735542,0.000568439,0.00065381,0.000646928,0.000446649,0.000559124
gi|115448091|,0.00067596,0.000782405,0.000550168,0.000543699,0.00062156,0.00081791,0.000807294,0.000593752,0.000814382,0.000435366,0.000607656,0.000487656,0.000597918,0.000495494,0.000643701
gi|115448129|,0.000589713,0.000885137,0.000656677,0.000585461,0.000793873,0.000933976,0.000531348,0.000550316,0.001000915,0.00058722,0.00071568,0.000712665,0.000549845,0.000717943,0.000805835
gi|115448165|,0.000335254,0.000681369,0.000677364,0.000613643,0.000495297,0.00067161,0.000775199,0.000783969,0.000741915,0.000525058,0.000514348,0.000870221,0.000807177,0.000606914,0.000581213
gi|115448167|,0.000615009,0.00065889,0.000613513,0.000734732,0.000609075,0.000580989,0.000540635,0.000491515,0.000536571,0.00071816,0.000587329,0.000629559,0.000911911,0.000761819,0.000705773
gi|115448191|,0.000855572,0.000577806,0.000717574,0.000635771,0.000696447,0.000600615,0.000607119,0.000491302,0.00069199,0.000677122,0.000519067,0.000638397,0.000726092,0.000626758,0.000658905
gi|115448227|,0.000624628,0.00072874,0.000576686,0.000651177,0.000769146,0.000689241,0.000744863,0.000938034,0.00058227,0.000642861,0.000662323,0.000748164,0.000746258,0.000635489,0.00064174
gi|115448237|,0.000582637,0.000671707,0.000701059,0.000781377,0.000501564,0.000652671,0.000751971,0.000824774,0.000596958,0.000614641,0.000718084,0.000738204,0.00032066,0.000832885,0.000553787
gi|115448263|,0.000520867,0.00047657,0.000871375,0.000790492,0.000753211,0.000705331,0.000810861,0.000541451,0.001113582,0.000759115,0.00074392,0.000781461,0.000568889,0.000608263,0.000724045
gi|115448277|,0.000511567,0.000481189,0.000596965,0.00065335,0.000581046,0.000712767,0.000640708,0.000469135,0.000511586,0.000967956,0.000504286,0.000366815,0.000427437,0.000714677,0.000739308
gi|115448293|,0.000599677,0.000703461,0.000646213,0.000776634,0.000706051,0.00063177,0.00055805,0.000555054,0.000498535,0.000594963,0.000350504,0.00064981,0.000788612,0.000665992,0.000804988
gi|115448303|,0.000620262,0.000808114,0.000839195,0.000657202,0.000748484,0.000805168,0.00059747,0.000671345,0.000513175,0.000834835,0.000734481,0.000628146,0.00092025,0.000643365,0.000575697
gi|115448323|,0.000622211,0.000615571,0.0006143,0.000538729,0.000630447,0.000540806,0.000465619,0.000802986,0.00076163,0.000615525,0.000606018,0.000610764,0.000812281,0.000937243,0.000635291
gi|115448353|,0.000590038,0.00050065,0.000766546,0.000615936,0.000560625,0.000513938,0.000709278,0.000669039,0.000607256,0.000668135,0.000789904,0.000549697,0.000766756,0.000569236,0.00056882
gi|115448403|,0.000980407,0.00044576,0.000736413,0.000816836,0.000741813,0.000706043,0.000667298,0.000800857,0.000716354,0.000415958,0.000619397,0.000531511,0.000780451,0.000590582,0.000505613
gi|115448425|,0.000482856,0.000634373,0.000810991,0.000586447,0.000826094,0.000869277,0.000671878,0.000587723,0.000628593,0.00047138,0.000568204,0.00079659,0.000752656,0.000434103,0.000504188
gi|115448437|,0.000962131,0.000653048,0.000724465,0.000596704,0.000683697,0.00053722,0.00063157,0.000609701,0.000743606,0.000676243,0.000774739,0.00065776,0.000663396,0.000611545,0.000847701
gi|115448453|,0.0006501,0.00051663,0.000562216,0.000772886,0.000712072,0.000804871,0.000644375,0.000459862,0.000491977,0.00078519,0.000596734,0.000729243,0.000776998,0.00075451,0.000495037
gi|115448531|,0.000544822,0.000666947,0.000492901,0.000877669,0.00081585,0.000651667,0.000600434,0.000562469,0.000869816,0.000577365,0.00063129,0.000818662,0.000508395,0.0006697,0.00061751
gi|115448577|,0.000366473,0.000874743,0.000688007,0.000751152,0.000468164,0.000579011,0.000471485,0.000693952,0.000773095,0.000618626,0.00071824,0.000444389,0.000685576,0.000643662,0.00050718
gi|115448639|,0.000678103,0.0007007,0.000924566,0.000674778,0.000657505,0.000793121,0.00068,0.000628166,0.000463586,0.000602993,0.000841372,0.000573482,0.000864209,0.000615098,0.000886194
gi|115448649|,0.000285537,0.000649508,0.000617911,0.000752396,0.000675037,0.000669783,0.000824213,0.000627712,0.000510386,0.000603298,0.00050856,0.000729475,0.00099356,0.000648521,0.000579607
gi|115448653|,0.000572092,0.000402741,0.00060257,0.000766256,0.000512187,0.000692565,0.000707009,0.000698081,0.000662137,0.000767731,0.000660294,0.000722431,0.000815349,0.000932618,0.000751416
gi|115448655|,0.000464331,0.000710129,0.00071499,0.00070586,0.000739323,0.000538425,0.000572277,0.000522084,0.00048678,0.000850231,0.000608839,0.00088063,0.00071791,0.000639928,0.000675446
gi|115448701|,0.000362279,0.000523309,0.000731516,0.000651615,0.000512934,0.000956028,0.000395097,0.000951235,0.000576098,0.000284044,0.000805559,0.000600698,0.000548048,0.000366409,0.000772148
gi|115448713|,0.000627965,0.000598097,0.000541163,0.000521565,0.000805085,0.000570166,0.000747995,0.000800196,0.000662344,0.00079008,0.000553986,0.000859904,0.000605572,0.000545437,0.000837451
gi|115448721|,0.000788485,0.000739651,0.000579555,0.000747051,0.000422205,0.000724106,0.000781746,0.00067358,0.000815008,0.000443756,0.000727755,0.000549712,0.000695612,0.000477716,0.000631529
gi|115448739|,0.000894946,0.000530673,0.000673119,0.000878102,0.000753331,0.000401122,0.000768806,0.000492446,0.000473965,0.000619001,0.000679572,0.000683507,0.000681723,0.000646045,0.000699448
gi|115448811|,0.000471763,0.000370404,0.000801311,0.000555925,0.000688725,0.000548529,0.000815507,0.000741616,0.000849079,0.000635868,0.000562649,0.000550206,0.000693163,0.000533377,0.00066545
gi|115448833|,0.000631079,0.000837948,0.000572271,0.000678631,0.000481339,0.000698024,0.00064788,0.000711201,0.000533719,0.000478974,0.000609688,0.000526643,0.000489313,0.000682512,0.000794303
gi|115448841|,0.000586774,0.000735261,0.000775091,0.00050499,0.00062571,0.000886925,0.000822797,0.000627663,0.00055817,0.000680846,0.000752508,0.00085824,0.000685961,0.000430624,0.000629429
gi|115448843|,0.000731632,0.00074457,0.000350371,0.000759095,0.000721641,0.000691451,0.000768407,0.000469078,0.000857922,0.000588158,0.000673222,0.00069079,0.000675301,0.000469984,0.00071645
gi|115448873|,0.000687479,0.000465779,0.000633742,0.000644976,0.000693361,0.000786342,0.00046682,0.000833328,0.000614513,0.000638506,0.00054768,0.00077413,0.000589306,0.00068522,0.000552858
gi|115448905|,0.000811892,0.000744285,0.000693119,0.000707836,0.000786041,0.000580648,0.000551764,0.000766549,0.000705116,0.000654554,0.000616024,0.000673065,0.000830725,0.000529518,0.000770958
gi|115448919|,0.000424367,0.000447241,0.000741426,0.000863578,0.000634596,0.000808971,0.000646935,0.000293884,0.000635698,0.000505411,0.000644192,0.000657207,0.000816271,0.000734789,0.000602994
gi|115448935|,0.000618018,0.000616003,0.000586287,0.000625476,0.000581159,0.000914996,0.000609612,0.000834932,0.000570543,0.000779666,0.000621802,0.000579225,0.000604279,0.000423353,0.000849874
gi|115448975|,0.000550543,0.000481497,0.00061674,0.000630693,0.000700757,0.000571435,0.000765137,0.000682349,0.00081658,0.000637842,0.000494658,0.000618782,0.000583224,0.000657548,0.000527838
gi|115448989|,0.000739357,0.000621433,0.000467469,0.000733269,0.000516429,0.000680488,0.000703198,0.001004294,0.000710713,0.000672359,0.000601084,0.000598187,0.000678619,0.000889855,0.000683787
gi|115449027|,0.000761759,0.000629582,0.000876106,0.000668461,0.000855478,0.00056932,0.000556912,0.000723762,0.000497402,0.000461604,0.000714457,0.000575479,0.000826152,0.000661027,0.000633853
gi|115449043|,0.000395662,0.000512474,0.000732851,0.000650993,0.000714004,0.000309335,0.000865262,0.000579137,0.000813501,0.000562503,0.000715712,0.000622444,0.00088183,0.000467665,0.000592599
gi|115449059|,0.000448535,0.00031426,0.000800763,0.000521526,0.000700374,0.000731088,0.000656753,0.000600744,0.000804032,0.000834009,0.000660781,0.000579692,0.000743553,0.000428126,0.000698954
gi|115449135|,0.000526596,0.000616512,0.000713818,0.000541395,0.000694823,0.000468295,0.000667489,0.000747907,0.000767942,0.000542422,0.000613854,0.000694971,0.000718262,0.000754803,0.000749085
gi|115449167|,0.000491459,0.00050875,0.000465275,0.000670505,0.000759993,0.000782772,0.000764437,0.000789756,0.000783953,0.000462683,0.000575787,0.000565454,0.000602492,0.000515425,0.000711089
gi|115449189|:reversed,0.000687776,0.000832137,0.000730795,0.000551279,0.000824416,0.000587985,0.000687684,0.000580237,0.000530384,0.000540919,0.000691751,0.000562352,0.000703418,0.000565284,0.000788576
gi|115449193|,0.000870411,0.000423699,0.000746256,0.000563131,0.0007244,0.000675593,0.000546774,0.000548565,0.000622174,0.000573605,0.000526894,0.000584885,0.000732504,0.000745345,0.000595427
gi|115449199|,0.000526857,0.000707431,0.000677808,0.00086309,0.00043613,0.000702351,0.000737637,0.000572092,0.000591249,0.00067414,0.000790701,0.000813139,0.000699403,0.000723349,0.000715647
gi|115449235|,0.00069254,0.000744624,0.000591534,0.000708504,0.000685488,0.000668477,0.000288793,0.000647655,0.000864136,0.000650473,0.00074792,0.000736243,0.000541619,0.000682596,0.000500689
gi|115449309|,0.000525311,0.00031622,0.000610817,0.000701731,0.000515773,0.001061178,0.000483626,0.000558417,0.000751318,0.000715689,0.00033464,0.000783796,0.000759574,0.000611183,0.000725598
gi|115449323|,0.000903591,0.00058105,0.000800293,0.000633521,0.000444333,0.000786982,0.00062142,0.000575259,0.000561741,0.000661993,0.000646252,0.000594517,0.000547324,0.000767025,0.000589704
gi|115449339|,0.000631667,0.000838454,0.000560075,0.000749463,0.00049128,0.000703184,0.000646819,0.000692132,0.000626284,0.000739706,0.000685935,0.000775766,0.000727274,0.000898227,0.000783752
gi|115449517|,0.000448564,0.000843916,0.000721008,0.000560891,0.000655605,0.000695007,0.000676788,0.000870597,0.000608285,0.00055205,0.00065204,0.000536772,0.000686829,0.000770975,0.000678371
gi|115449577|,0.000707412,0.000443227,0.000590665,0.000303137,0.000600239,0.000508507,0.000844768,0.000859044,0.000795362,0.000843659,0.000717127,0.000692392,0.000639129,0.000663551,0.000529265
gi|115449585|,0.000733607,0.000641465,0.000680239,0.000674381,0.00061832,0.000637903,0.000652751,0.000818745,0.000721037,0.000644628,0.00068778,0.000519875,0.000599444,0.000318737,0.00051795
gi|115449589|,0.000626194,0.00092299,0.000698971,0.000631369,0.000565649,0.000702321,0.000729773,0.000325988,0.00053465,0.000646732,0.000644727,0.000631829,0.000590953,0.000601216,0.000756764
gi|115449641|,0.000805901,0.000570713,0.000569604,0.000778966,0.000447344,0.000800768,0.000715017,0.000565137,0.000574313,0.000646244,0.000694023,0.000335803,0.000736945,0.000834618,0.000635294
gi|115449661|,0.000670142,0.00060557,0.000613836,0.000615035,0.000337195,0.000558623,0.000726103,0.000696539,0.000770827,0.000524981,0.00069854,0.000864059,0.000647183,0.000892945,0.000633014
gi|115449669|,0.000499887,0.00058824,0.000785895,0.000589051,0.000511343,0.000756309,0.000783236,0.000504975,0.000510881,0.000665427,0.000623098,0.000731434,0.000352241,0.000731371,0.000515539
gi|115449681|,0.000676143,0.000644796,0.000577974,0.000507373,0.000587549,0.000660659,0.000888158,0.000785101,0.000760117,0.000492856,0.000680785,0.000725125,0.000792521,0.000558992,0.000607039
gi|115449811|,0.000681317,0.000600429,0.0003444,0.000726969,0.00073874,0.000632788,0.000518516,0.000851243,0.000979172,0.000748686,0.000710955,0.000676029,0.000391583,0.00084368,0.000702669
gi|115449823|,0.000361603,0.000609979,0.000443604,0.000624448,0.000739328,0.000567862,0.000704228,0.000707526,0.000525821,0.000570605,0.000543313,0.000506183,0.000578247,0.000356359,0.000539706
