X,Description,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115448577|,"Os02g0739600 protein (cDNA clone:J013058M01, full insert sequence) (Putative pyruvate dehydrogenase E1 alpha subunit) (Putative uncharacterized protein)",0.000427391,0.000337211,0.000518458,0.000556943,0.000347255,0.000307537,0.001025017,0.000397294,0.000547046,0.000187516,0.000124586,0.000116739,0.000293449,0.000435875,0.00020016
gi|115448639|,"Os02g0744000 protein (cDNA clone:001-041-G04, full insert sequence) (cDNA clone:J013000L12, full insert sequence) (Putative uncharacterized protein OJ1734_E02.25)",2.54E-05,2.60E-05,2.30E-05,0.000113732,0.000116662,7.12E-05,3.09E-05,2.67E-05,2.65E-05,0.000390582,7.08E-05,0.000154737,2.26E-05,2.21E-05,6.58E-05
gi|115448649|,"Soluble starch synthase 2-2, chloroplastic/amyloplastic (EC 2.4.1.21) (Soluble starch synthase II-2)",0.00014777,0.000179923,0.000171628,6.29E-06,6.46E-06,0.000124709,0.000128405,0.000110778,0.0002126,0.000133481,1.96E-05,5.50E-05,1.88E-05,6.74E-05,3.04E-05
gi|115448653|,"Os02g0744900 protein (cDNA clone:001-042-H01, full insert sequence) (Putative geranylgeranyl reductase) (Putative uncharacterized protein)",0.000216398,0.000326721,0.000139632,6.45E-05,0.000103982,8.65E-05,0.000137896,0.000118965,0.000139565,0.000195473,0.000200712,0.00018807,8.25E-05,8.07E-05,0.00013335
gi|115448655|,Os02g0745000 Os02g0745000 protein (Fragment),0.000231345,5.46E-05,4.82E-05,1.59E-05,1.63E-05,1.66E-05,6.49E-05,1.87E-05,1.85E-05,4.82E-05,1.65E-05,1.55E-05,1.58E-05,1.55E-05,1.54E-05
gi|115448701|,Os02g0750100 protein (Putative H(+)-transporting ATP synthase),0.000218916,0.001038088,0.003433802,0.001406029,0.001661327,0.001355138,0.00467268,0.002151367,0.001845321,0.000808963,0.000830646,0.001055064,0.001186779,0.000918292,0.001699751
gi|115448713|,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),2.23E-05,2.28E-05,2.01E-05,5.98E-05,0.000183968,0.000187063,2.71E-05,2.34E-05,2.32E-05,0.000422689,0.000144673,0.00013556,0.000138828,9.70E-05,0.000173013
gi|115448721|,Os02g0752200 protein (Putative beta-D-xylosidase) (Putative uncharacterized protein),6.80E-05,0.000208762,7.26E-05,5.53E-06,3.97E-05,4.04E-05,6.77E-05,6.49E-06,8.38E-05,3.91E-05,0.000109001,2.69E-05,2.75E-05,5.92E-05,5.87E-05
gi|115448739|,Os02g0753800 protein (Putative annexin P35),4.41E-05,0.000135201,3.98E-05,1.31E-05,4.04E-05,1.37E-05,8.93E-05,0.000107907,1.53E-05,3.98E-05,6.81E-05,8.94E-05,1.31E-05,1.28E-05,1.27E-05
gi|115448811|,"Os02g0759900 protein (cDNA clone:006-206-H06, full insert sequence) (Putative uncharacterized protein) (Putative uncharacterized protein OJ1175_B01.12)",0.000120698,0.000123447,0.000109033,2.16E-05,0.000110721,0.000112584,0.000146834,0.000177347,2.51E-05,0.000109027,6.72E-05,2.10E-05,6.45E-05,0.000189145,0.000104128
gi|115448833|,Os02g0761400 protein (Zinc metalloproteinase-like),0.000986465,0.000912843,0.000381912,0.000546121,0.000646373,0.001270682,0.001085777,0.001331126,0.000929852,0.00182458,0.001786346,0.001510528,0.000794377,0.000613443,0.000607883
gi|115448841|,"Os02g0761900 protein (cDNA clone:001-002-C11, full insert sequence) (cDNA clone:006-211-D03, full insert sequence) (S-adenosylmethionine:2-demethylmenaquinone methyltransferase-like)",2.90E-05,2.96E-05,7.85E-05,0.000233152,0.000132866,0.000189142,0.000317161,0.00039523,0.000392332,0.000235498,0.00024181,2.52E-05,0.000232042,0.000126097,0.000474824
gi|115448843|,"Os02g0762100 protein (cDNA clone:006-209-H02, full insert sequence) (cDNA clone:J013159A13, full insert sequence) (S-adenosylmethionine:2-demethylmenaquinone methyltransferase-like)",2.93E-05,3.00E-05,7.94E-05,7.86E-05,0.000134358,0.000191267,0.000249453,0.000215207,0.000152593,0.000238144,0.000135848,0.001094709,0.000286793,0.000127514,0.000277987
gi|115448873|,"Os02g0764500 protein (cDNA clone:J013064F21, full insert sequence) (Putative light-harvesting chlorophyll-a/b protein of photosystem I)",0.000130821,0.00017203,0.000320769,0.00015042,0.000188583,8.72E-05,0.000295562,0.000294216,0.000447824,8.44E-05,0.000225343,8.12E-05,0.000182972,4.88E-05,0.000177354
gi|115448905|,Os02g0767500 protein (Mitochondrial phosphate transporter),0.001032111,0.000945943,0.000835493,0.001018915,0.000799243,0.000987732,0.000864244,0.001167635,0.000963569,0.001295543,0.001529185,0.001269776,0.000823182,0.000758525,0.000636011
gi|115448919|,Os02g0768600 protein (Fragment),0.000869028,0.001438273,0.001470166,0.00105978,0.000913149,0.000840084,0.000903429,0.0009784,0.000806613,0.001156082,0.001450861,0.000865121,0.000801599,0.001086724,0.000722459
gi|115448935|,Os02g0770000 Proteasome subunit beta type (EC 3.4.25.1),1.98E-05,2.03E-05,0.000232826,1.77E-05,1.82E-05,1.85E-05,0.000506493,0.000478576,0.000103276,1.79E-05,1.84E-05,0.00046522,0.000229395,1.73E-05,0.000256559
gi|115448975|,Os02g0773300 Os02g0773300 protein (Putative 1-aminocyclopropane-1-carboxylate deaminase),0.00016373,1.29E-05,0.000102397,0.000146424,0.000219517,0.000152723,0.000199183,0.000198276,0.00035428,1.14E-05,8.18E-05,7.66E-05,0.000100888,1.10E-05,1.09E-05
gi|115448989|,Os02g0774300 protein (Putative dnaK-type molecular chaperone),0.000851147,0.000680332,0.000536283,0.000530908,0.00041336,0.000460345,0.000391557,0.000653086,0.000573781,0.00060086,0.000776181,0.000578103,0.000502916,0.000641381,0.00045045
gi|115449027|,Os02g0778200 protein (Putative isoleucyl-tRNA synthetase),0.00012782,0.000139747,9.16E-05,3.55E-05,6.06E-05,0.000102782,5.90E-05,0.000106395,6.89E-05,5.97E-05,6.13E-05,4.98E-05,1.96E-05,7.29E-05,8.75E-05
gi|115449043|,Os02g0779200 protein (Putative subtilisin-like proteinase) (Putative uncharacterized protein),0.000135517,0.000151804,0.00012242,8.66E-05,4.14E-05,0.000126407,5.50E-05,8.80E-05,0.000221864,7.58E-05,6.58E-05,0.00014021,2.87E-05,6.18E-05,5.01E-05
gi|115449059|,"Os02g0781400 Os02g0781400 protein (cDNA clone:001-012-F02, full insert sequence) (cDNA clone:J033067L06, full insert sequence) (Putative 20 kDa chaperonin, chloroplast)",0.000216437,0.000503106,0.000302166,1.76E-05,1.80E-05,1.84E-05,7.18E-05,0.000144554,6.15E-05,1.78E-05,1.82E-05,1.71E-05,1.75E-05,1.71E-05,1.70E-05
gi|115449135|,"Os02g0788400 protein (cDNA clone:001-008-F12, full insert sequence) (cDNA clone:J033131A11, full insert sequence) (Putative initiation factor 3g) (Putative uncharacterized protein)",8.15E-05,0.000149988,0.000103037,4.37E-05,7.47E-05,0.000167188,0.000178403,1.71E-05,5.09E-05,0.000250217,0.000136018,0.000184096,0.000217539,0.00024116,0.000182745
gi|115449167|,"Os02g0792800 protein (cDNA clone:001-200-B11, full insert sequence) (cDNA clone:J013170P20, full insert sequence) (Putative Rieske iron-sulfur protein Tic55) (Putative uncharacterized protein)",7.82E-05,4.44E-05,0.000149158,6.99E-05,2.39E-05,4.05E-05,0.000158581,8.21E-05,8.15E-05,0.000133449,0.000346595,0.000234132,3.87E-05,7.57E-06,3.75E-05
gi|115449189|:reversed,NA,0.00037542,0.000383971,0.000565229,0.000335738,0.000344388,0.000116727,0.000152237,0.000306455,0.000304208,0.000339117,0.000425586,0.000471285,0.000408394,0.000399474,0.00032388
gi|115449193|,Os02g0794400 Os02g0794400 protein (Translation initiation factor IF-3-like),2.27E-05,0.000162306,0.000184314,2.03E-05,2.08E-05,2.11E-05,0.000193055,0.000166552,0.000212568,2.05E-05,0.000105135,9.85E-05,6.05E-05,9.87E-05,1.96E-05
gi|115449199|,"Leucine aminopeptidase 2, chloroplastic (EC 3.4.11.1) (Leucyl aminopeptidase 2) (LAP 2) (Proline aminopeptidase 2) (EC 3.4.11.5) (Prolyl aminopeptidase 2)",0.000989436,0.000947718,0.000837061,0.000575856,0.000504249,0.000659229,0.000821562,0.001104372,0.001292624,0.000524906,0.00112165,0.000996403,0.000629029,0.00047856,0.000636812
gi|115449235|,Aspartate aminotransferase (EC 2.6.1.1),0.000611603,0.000519509,0.000346479,0.000602579,0.000580065,0.000473794,0.000844922,0.000772447,0.000766785,0.000515006,0.000394204,0.000495501,0.000894952,0.000622712,0.000581295
gi|115449309|,Os02g0804500 Os02g0804500 protein (Putative heat shock protein dnaJ),1.00E-05,1.03E-05,4.53E-05,8.97E-06,9.20E-06,9.35E-06,8.54E-05,9.47E-05,5.22E-05,9.06E-06,9.30E-06,8.71E-06,8.92E-06,8.73E-06,8.65E-06
gi|115449323|,Proliferating cell nuclear antigen (PCNA) (Cyclin),5.34E-05,0.00016381,4.82E-05,1.59E-05,0.000114273,4.98E-05,0.000194843,1.87E-05,9.27E-05,4.82E-05,4.95E-05,4.64E-05,1.58E-05,1.55E-05,1.54E-05
gi|115449339|,"Os02g0805600 protein (cDNA clone:006-205-D12, full insert sequence) (cDNA clone:006-307-G03, full insert sequence) (Putative quinone oxidoreductase)",0.000197622,0.000264314,9.61E-05,9.52E-05,6.97E-05,7.09E-05,0.000240414,7.98E-05,4.75E-05,0.000205975,0.000239695,0.000251021,4.06E-05,6.62E-05,0.000118032
gi|115449517|,"Glutathione reductase, cytosolic (GRase) (GR) (EC 1.8.1.7)",9.75E-06,9.97E-06,6.16E-05,9.59E-05,4.47E-05,0.0001,8.30E-05,0.000194347,0.00021323,0.000132055,0.000135595,0.000160935,6.07E-05,4.24E-05,0.000142938
gi|115449577|,"Os02g0815200 protein (cDNA clone:006-302-B08, full insert sequence) (cDNA clone:J013098L06, full insert sequence) (Putative RNA-binding protein RNP1) (Putative uncharacterized protein)",0.000195908,0.000262022,1.36E-05,1.35E-05,1.38E-05,1.41E-05,5.50E-05,4.74E-05,1.57E-05,9.53E-05,6.99E-05,6.55E-05,1.34E-05,1.31E-05,1.30E-05
gi|115449585|,"Os02g0815400 protein (cDNA clone:006-212-D07, full insert sequence) (Putative uncharacterized protein OJ1293_E04.30) (Putative uncharacterized protein P0643F09.3)",0.000236292,0.000177227,9.96E-05,7.04E-05,0.000101154,0.000132244,0.000325785,0.00044639,0.000246176,1.42E-05,4.38E-05,0.000123215,9.81E-05,0.000150859,9.51E-05
gi|115449589|,Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284) (Glutathione-dependent formaldehyde dehydrogenase) (GSH-FDH) (FALDH) (FDH) (EC 1.1.1.-),8.95E-05,3.92E-05,1.15E-05,3.43E-05,0.000105511,5.96E-05,7.77E-05,1.34E-05,0.00011983,1.15E-05,5.93E-05,5.55E-05,3.41E-05,1.11E-05,5.51E-05
gi|115449641|,Os02g0816800 protein (Putative NADH dehydrogenase),0.000317794,0.000493566,0.000329611,0.000221047,0.000161958,0.000186641,0.000701621,0.000531182,0.000527288,0.000244535,0.000382093,0.000235274,0.000219994,0.000297167,0.00033509
gi|115449661|,Probable voltage-gated potassium channel subunit beta (K(+) channel subunit beta),0.000100273,0.00033697,6.47E-05,8.97E-05,9.20E-05,1.34E-05,0.000121985,4.51E-05,4.48E-05,0.000116455,0.000225867,3.73E-05,3.82E-05,6.24E-05,6.18E-05
gi|115449669|,Os02g0817700 protein (3-ketoacyl-CoA thiolase-like protein) (Putative 3-ketoacyl-CoA thiolase; acetyl-CoA acyltransferase),0.000211686,0.000193717,9.06E-05,9.96E-06,3.07E-05,3.12E-05,4.07E-05,3.51E-05,3.48E-05,9.06E-05,9.30E-05,6.78E-05,4.96E-05,9.70E-06,2.88E-05
gi|115449681|,Os02g0817900 protein,8.22E-05,0.000160446,2.02E-05,6.68E-06,2.06E-05,6.97E-06,4.54E-05,0.000101922,8.56E-05,2.02E-05,2.08E-05,8.44E-05,3.32E-05,3.25E-05,4.51E-05
gi|115449811|,Os02g0822300 protein (KH domain-containing protein NOVA-like),1.42E-05,1.45E-05,1.28E-05,3.81E-05,1.30E-05,9.28E-05,1.73E-05,1.49E-05,1.48E-05,3.85E-05,0.000118599,8.64E-05,1.26E-05,1.24E-05,1.23E-05
gi|115449823|,Os02g0822600 protein (Fragment),2.45E-05,2.50E-05,0.00028748,2.19E-05,2.25E-05,0.000251174,0.000208463,7.71E-05,7.65E-05,6.63E-05,0.000204347,0.000276576,0.000152516,0.000149185,0.000147832
gi|115450022|,"Os02g0830100 protein (cDNA clone:J013001K16, full insert sequence) (Oligopeptidase A-like)",0.000211712,0.000105174,0.00027868,0.000200153,0.000183114,0.000141057,0.000272273,0.000450744,0.000434836,0.000125672,0.000218807,0.000194511,0.000253039,0.000173785,0.000193084
gi|115450038|,Os02g0831500 Os02g0831500 protein (Putative sucrose synthase),4.88E-05,4.99E-05,3.43E-05,1.46E-05,4.98E-06,5.06E-06,0.000112211,5.69E-06,2.83E-05,4.90E-06,6.54E-05,4.72E-06,4.83E-06,4.72E-06,1.40E-05
gi|115450068|,"Os02g0833400 Os02g0833400 protein (cDNA clone:J033024H02, full insert sequence) (Seed maturation-like protein)",0.000127175,0.000101167,8.94E-05,1.26E-05,3.89E-05,1.32E-05,0.000154713,1.48E-05,0.000103052,1.28E-05,1.31E-05,3.68E-05,1.26E-05,1.23E-05,3.66E-05
gi|115450080|,Os02g0834700 Os02g0834700 protein (Cell division inhibitor-like),0.000147824,0.000261148,0.000424893,0.000204308,0.00011095,1.25E-05,1.63E-05,1.41E-05,1.40E-05,8.50E-05,1.25E-05,1.17E-05,0.000203336,1.17E-05,1.16E-05
gi|115450109|,Os03g0101600 Os03g0101600 protein,4.49E-05,0.000199218,0.000203028,6.70E-05,4.12E-05,0.000125784,0.000601513,0.00026733,0.000390251,1.35E-05,4.17E-05,9.12E-05,1.33E-05,9.13E-05,6.46E-05
gi|115450219|,"Os03g0109700 protein (cDNA clone:J023007O11, full insert sequence) (Expressed protein)",9.66E-05,0.000183407,6.23E-05,6.17E-05,0.000139192,0.000115801,0.000117467,0.000217159,0.00012934,0.000161983,8.96E-05,1.20E-05,0.000110496,0.000108083,0.000107103
gi|115450273|,"Os03g0113700 protein (cDNA clone:J033148E17, full insert sequence) (Heat shock 70 kDa protein, mitochondrial, putative, expressed)",0.00043871,0.000272163,0.00029236,0.000237975,0.000204521,0.000140878,0.000271228,0.000384956,0.000322191,0.000461252,0.000500297,0.000368777,0.000288052,0.000306806,0.000266798
gi|115450329|,Peroxisomal membrane protein 11-1 (Peroxin-11-1) (OsPEX11-1),0.000809777,0.000787818,0.001088351,0.001819289,0.002337226,0.00197125,0.000889012,0.000601136,0.000349807,0.001730555,0.00192349,0.002008316,0.001775471,0.001461576,0.001857265
gi|115450335|,"Os03g0117800 protein (cDNA clone:J013089A07, full insert sequence) (Expressed protein) (Putative uncharacterized protein)",0.000124147,0.000183407,3.74E-05,3.70E-05,8.86E-05,6.43E-05,0.000151029,1.45E-05,0.000186825,3.74E-05,0.000140736,0.000251755,3.68E-05,8.41E-05,5.95E-05
gi|115450345|,"Os03g0118600 protein (cDNA clone:J013023L22, full insert sequence) (Dihydrodipicolinate reductase, C-terminus family protein, expressed)",0.000146192,8.31E-05,0.000102716,7.26E-05,4.47E-05,7.58E-05,0.000177847,1.70E-05,1.69E-05,4.40E-05,4.52E-05,7.06E-05,1.45E-05,4.24E-05,9.81E-05
gi|115450389|,"Os03g0121700 Os03g0121700 protein (cDNA clone:J023142E05, full insert sequence) (Nascent polypeptide-associated complex alpha subunit, putative, expressed) (Putative nascent polypeptide associated complex alpha chain) (Putative nascent polypeptide-associated complex alpha chain)",0.000198006,0.00038253,9.94E-05,1.97E-05,2.02E-05,6.16E-05,0.000187353,2.31E-05,2.29E-05,5.96E-05,2.04E-05,0.000133844,1.96E-05,1.92E-05,5.69E-05
gi|115450427|,"50S ribosomal protein L5, chloroplastic",0.000742415,0.000794641,0.0009826,0.000571299,0.000490987,0.0003382,0.000609118,0.000416773,0.000485669,0.000483473,0.000688599,0.000585205,0.000599313,0.00043591,0.000789442
gi|115450447|,Os03g0126300 Os03g0126300 protein (Expressed protein) (Putative uncharacterized protein OJ1015F07.4),4.17E-05,0.000213317,3.77E-05,1.24E-05,3.83E-05,6.48E-05,8.46E-05,1.46E-05,4.35E-05,1.26E-05,1.29E-05,3.63E-05,1.24E-05,3.63E-05,6.00E-05
gi|115450485|,Os03g0128800 protein,0.000167783,0.000409209,0.000151567,0.000103879,1.18E-05,6.02E-05,7.85E-05,0.000176092,0.000121016,0.000151558,0.000179562,0.000168252,5.74E-05,7.87E-05,5.57E-05
gi|115450493|,"Os03g0129300 protein (EST C74302(E30840) corresponds to a region of the predicted gene) (Glyceraldehyde-3-phosphate dehydrogenase B, chloroplast, putative, expressed) (Putative glyceraldehyde-3-phosphate dehydrogenase) (Putative uncharacterized protein)",0.008978116,0.009227883,0.010950563,0.01339508,0.010510766,0.010419145,0.009117542,0.007494063,0.006539514,0.010089922,0.009333566,0.009207487,0.014099864,0.01496776,0.012559034
gi|115450521|,Catalase (EC 1.11.1.6),0.002676056,0.002191484,0.001885758,0.001751721,0.002218644,0.002032952,0.001868286,0.0035035,0.002845488,0.002483737,0.002004423,0.001750295,0.002021669,0.001897455,0.001420108
gi|115450549|,Chitin elicitor-binding protein (CEBiP),9.81E-05,0.000186366,0.000215253,0.000137885,0.000167153,0.000196115,0.000119362,0.000426612,0.00024825,8.86E-05,9.10E-05,0.000182725,0.00016218,0.000109826,0.000181384
gi|115450561|,"Os03g0134300 protein (ATP phosphoribosyltransferase family protein, expressed)",5.94E-05,0.000109331,9.66E-05,1.06E-05,3.27E-05,1.11E-05,1.44E-05,1.25E-05,6.19E-05,0.000118017,3.30E-05,0.000134193,3.17E-05,1.03E-05,1.02E-05
gi|115450565|,"Os03g0134900 protein (Glutathione S-transferase, N-terminal domain containing protein, expressed) (Putative glutathione S-transferase) (Putative uncharacterized protein)",0.000774093,0.000941104,0.000989547,0.002573158,0.001808758,0.001267,0.001545828,0.000965719,0.000776042,0.001095034,0.001314039,0.001078949,0.002924897,0.002784724,0.002885484
gi|115450567|,"Os03g0135100 protein (cDNA clone:006-211-D02, full insert sequence) (Glutathione S-transferase GSTF15) (Glutathione S-transferase, C-terminal domain containing protein, expressed) (Putative glutathione S-transferase) (Putative uncharacterized protein)",0.00217936,0.00168737,0.002925502,0.002714031,0.002709212,0.003096774,0.001362802,0.001603245,0.00205833,0.003330091,0.004288353,0.004159853,0.002773625,0.003457808,0.00339132
gi|115450569|,Os03g0135200 protein (Fragment),0.000384939,0.00025054,0.000284511,0.000406842,9.63E-05,0.000293777,4.26E-05,0.000257093,0.000328125,0.000158052,0.000616697,0.000517026,0.000218026,0.000274197,0.000332092
gi|115450571|,"Os03g0135300 protein (cDNA clone:001-035-F06, full insert sequence) (cDNA clone:J023107J18, full insert sequence) (Glutathione S-transferase, N-terminal domain containing protein, expressed) (Putative glutathione S-transferase) (Putative uncharacterized protein)",0.000980264,0.000618619,0.000508706,0.000391695,0.000478316,0.000214,0.000228356,0.000503462,0.000630146,0.000207238,0.000251483,0.00019939,0.000204197,0.000417632,0.000413846
gi|115450595|,"Os03g0136900 protein (Aconitate hydratase, cytoplasmic, putative, expressed)",0.000456608,0.000386662,0.000359256,0.000496161,0.000418864,0.000554144,0.000459914,0.000695645,0.000741697,0.000474544,0.000642095,0.000584583,0.00046758,0.000388976,0.00038545
gi|115450605|,"Os03g0137600 protein (cDNA clone:001-019-B03, full insert sequence) (cDNA clone:006-202-H12, full insert sequence) (cDNA clone:006-209-F01, full insert sequence) (Expressed protein)",9.80E-05,6.01E-05,0.000123954,5.26E-05,8.99E-05,5.49E-05,2.38E-05,2.06E-05,0.000142955,0.000123946,1.82E-05,5.11E-05,5.23E-05,5.12E-05,5.07E-05
gi|115450647|,Os03g0141000 protein,5.67E-05,5.80E-05,5.12E-05,5.07E-05,5.20E-05,5.29E-05,0.00034474,5.95E-05,5.90E-05,0.000460757,5.26E-05,0.000443307,0.000453995,0.000246711,0.000342264
gi|115450675|,"Os03g0143400 Os03g0143400 protein (cDNA clone:J033073C08, full insert sequence) (Chaperonin CPN60-1, mitochondrial, putative, expressed)",0.000914617,0.000900477,0.000332033,7.64E-06,0.000180349,0.000295008,0.000239171,8.97E-06,0.000382932,7.72E-06,7.93E-06,7.43E-06,7.61E-06,7.44E-06,7.37E-06
gi|115450711|,Probable aquaporin TIP1-1 (Tonoplast intrinsic protein 1-1) (OsTIP1;1) (rTIP1),0.000669524,0.000394263,0.000604817,0.000562467,0.000428065,0.000359569,0.000123409,0.000234228,0.00031706,0.000238247,0.00035754,0.000264489,0.000198635,0.00015897,0.000262548
gi|115450773|,"Os03g0151800 protein (cDNA clone:J013001D04, full insert sequence) (cDNA clone:J013082G14, full insert sequence) (cDNA clone:J013093N05, full insert sequence) (cDNA clone:J013112O07, full insert sequence) (Cell division cycle protein 48, putative, expressed) (Putative uncharacterized protein)",0.000714987,0.000766942,0.00033082,0.000317107,0.000101316,0.000493413,0.000558656,0.000555172,0.000551102,0.000215283,0.000339667,0.000277856,0.000170733,0.00013664,0.000125372
gi|115450835|,"Os03g0157900 Os03g0157900 protein (cDNA clone:J023002L20, full insert sequence) (cDNA clone:J033125K05, full insert sequence) (Phosphoserine aminotransferase, chloroplast, putative, expressed) (Putative phosphoserine aminotransferase) (Putative uncharacterized protein)",5.81E-05,5.94E-05,0.000136377,1.04E-05,0.000117182,7.58E-05,0.000127147,0.000158444,0.000278269,1.05E-05,1.08E-05,1.01E-05,1.03E-05,1.01E-05,1.00E-05
gi|115450841|,"Os03g0158300 protein (cDNA clone:J013073D03, full insert sequence) (Expressed protein)",0.00069796,0.000825833,0.000630505,0.000281495,0.000213422,0.000242544,0.000649306,0.000732527,0.00049903,0.000309053,0.000241176,0.000225985,0.00018271,0.000250208,0.000318779
gi|115450909|,Os03g0163100 Os03g0163100 protein (Expressed protein),2.70E-05,4.98E-05,3.42E-05,4.84E-06,4.96E-06,5.05E-06,3.29E-05,2.84E-05,5.07E-05,4.89E-06,5.02E-06,1.41E-05,4.81E-06,4.71E-06,4.67E-06
gi|115450913|,"Os03g0163300 protein (cDNA clone:J033128J11, full insert sequence) (Glutathione reductase, chloroplast, putative, expressed) (Putative glutathione reductase) (Putative glutathione reductase (NADPH)) (Putative uncharacterized protein)",0.000320472,0.000292336,0.000320797,0.000193648,0.000150964,0.000412036,0.000179128,0.000427248,0.000189499,0.000148653,0.000297242,0.00030863,0.00016189,0.000324249,0.000276475
gi|115450991|,"Ribulose-phosphate 3-epimerase, chloroplastic (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E) (RPE)",0.001672131,0.001599877,0.003264685,0.002556628,0.004667705,0.002331195,0.001290518,0.001679463,0.001704617,0.002127604,0.001717686,0.001609494,0.002736493,0.002739342,0.002745533
gi|115451029|,"Os03g0171900 Os03g0171900 protein (cDNA clone:006-206-E11, full insert sequence) (Alanine-glyoxylate aminotransferase 2, mitochondrial, putative, expressed) (Putative uncharacterized protein)",0.000148411,5.06E-05,2.68E-05,6.19E-05,9.08E-06,2.77E-05,0.000132401,5.19E-05,1.03E-05,8.94E-06,9.18E-06,6.02E-05,2.64E-05,8.61E-06,2.56E-05
gi|115451067|,"Os03g0175600 Os03g0175600 protein (cDNA clone:006-212-E08, full insert sequence) (Hydrolase, carbon-nitrogen family protein, expressed)",0.000201739,0.000111103,0.000182242,1.39E-05,7.12E-05,0.000101326,0.000169908,4.89E-05,0.000145508,4.21E-05,1.44E-05,4.05E-05,4.14E-05,1.35E-05,9.37E-05
gi|115451077|,Os03g0176600 Os03g0176600 protein,4.53E-05,4.64E-05,0.000532462,0.000202741,0.000207963,0.000211463,0.001158328,0.00061862,0.000236187,4.10E-05,4.21E-05,3.94E-05,4.04E-05,3.95E-05,0.000117348
gi|115451095|,Elongation factor 1-alpha (EF-1-alpha),0.002316234,0.002455525,0.001729318,0.003376679,0.002182984,0.002436755,0.001788455,0.00251975,0.001377357,0.003047624,0.002462246,0.002123318,0.002871105,0.003287211,0.003914369
gi|115451123|,Proteasome subunit alpha type-6 (EC 3.4.25.1) (20S proteasome alpha subunit A) (20S proteasome subunit alpha-1),0.000547866,0.000289833,0.000324256,0.000152055,0.000225294,0.000123353,0.000160879,0.000416379,0.000570785,8.53E-05,0.000192747,0.000344794,0.000285849,0.000115132,0.000244475
gi|115451149|,Os03g0182700 Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25),5.15E-05,8.77E-05,0.00010846,7.67E-05,1.57E-05,1.60E-05,2.09E-05,1.80E-05,1.79E-05,1.55E-05,1.59E-05,0.000104346,1.53E-05,4.48E-05,4.44E-05
gi|115451171|,"Os03g0184000 Phytoene dehydrogenase, chloroplastic/chromoplastic (EC 1.14.99.-) (Phytoene desaturase)",7.50E-05,0.000144824,8.28E-05,6.70E-05,6.88E-05,7.77E-06,0.000233058,0.000201063,6.07E-05,2.26E-05,7.73E-06,3.62E-05,2.22E-05,3.63E-05,7.19E-06
gi|115451209|,"Os03g0186900 protein (cDNA clone:001-047-D08, full insert sequence) (cDNA clone:J013000A21, full insert sequence) (Eukaryotic aspartyl protease family protein, expressed) (Radc1)",3.48E-05,5.93E-05,5.23E-05,7.25E-05,0.00013818,5.40E-05,0.000155057,3.65E-05,3.62E-05,7.33E-05,3.22E-05,1.01E-05,9.28E-05,0.000171492,0.000169937
gi|115451331|,"Os03g0196800 protein (cDNA clone:001-017-A12, full insert sequence) (cDNA clone:006-202-F06, full insert sequence) (Chloroplast 30S ribosomal protein S10, putative, expressed)",2.61E-05,2.67E-05,0.000117756,0.000396358,0.0004544,0.000559319,0.000729471,0.000191534,8.15E-05,0.000541646,0.000894698,0.000203921,0.000533696,0.000476646,0.000337375
gi|115451337|,"Os03g0197100 protein (cDNA clone:J023048F11, full insert sequence) (Mannitol transporter, putative, expressed) (Putative uncharacterized protein)",9.38E-06,9.59E-06,4.24E-05,2.52E-05,8.60E-06,2.62E-05,1.14E-05,9.84E-06,9.77E-06,4.24E-05,4.35E-05,4.08E-05,8.35E-06,4.08E-05,4.05E-05
gi|115451355|,"Os03g0198400 protein (cDNA clone:001-029-C08, full insert sequence) (cDNA clone:J033118N18, full insert sequence) (Seryl-tRNA synthetase, putative, expressed)",7.21E-05,5.27E-05,9.31E-06,8.29E-05,2.84E-05,4.81E-05,1.25E-05,9.73E-05,3.22E-05,4.65E-05,6.69E-05,0.000116424,0.000100888,0.000116627,8.00E-05
gi|115451377|,40S ribosomal protein S3a (CYC07 protein),0.000649577,0.000700283,0.000777111,0.001271736,1.61E-05,0.000474901,0.000918379,0.000534343,0.000640169,0.000459895,0.000569923,0.000778151,0.000921917,0.001360316,0.00110565
gi|115451401|,"Os03g0202200 protein (cDNA clone:J023049E21, full insert sequence) (Eukaryotic porin family protein, expressed) (Porin-like protein)",0.001502388,0.000958119,0.000910115,0.001438427,0.001183629,0.000610016,0.000709581,0.00102028,0.000975972,0.000686537,0.000901665,0.000906317,0.000865241,0.00087712,0.001021655
